               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
0,0.034724,0.016201,0.10513,0.52969,0.29382,0.22099,0.1699,0.020025,0.0065032,0.065348,0.003333,0.003333,0.070003
1,0.035191,0.014869,0.069682,0.56219,0.50199,0.45455,0.36066,0.018478,0.0063589,0.044027,0.0066003,0.0066003,0.039937
2,0.036454,0.015443,0.062958,0.58635,0.53393,0.50304,0.40039,0.018394,0.0064093,0.039995,0.0098016,0.0098016,0.0098053
3,0.034995,0.01525,0.05664,0.60152,0.56856,0.54666,0.44063,0.017596,0.006287,0.03643,0.009703,0.009703,0.009703
4,0.033659,0.014827,0.050814,0.56863,0.59268,0.57689,0.46905,0.017216,0.0061932,0.034276,0.009703,0.009703,0.009703
5,0.032787,0.014561,0.047052,0.56356,0.61037,0.59818,0.48821,0.016878,0.0061302,0.032866,0.009604,0.009604,0.009604
6,0.032107,0.014462,0.044727,0.56419,0.62592,0.61289,0.50219,0.016644,0.0060837,0.031859,0.009505,0.009505,0.009505
7,0.03194,0.014316,0.042828,0.57118,0.63799,0.62492,0.51405,0.016477,0.0060449,0.031,0.009406,0.009406,0.009406
8,0.031529,0.0142,0.041578,0.57958,0.64958,0.6363,0.52514,0.016284,0.0060062,0.030211,0.009307,0.009307,0.009307
9,0.031277,0.014183,0.040753,0.58643,0.65667,0.64624,0.53483,0.016149,0.0059774,0.029497,0.009208,0.009208,0.009208
10,0.031,0.014116,0.03972,0.5961,0.66195,0.65496,0.54336,0.016037,0.0059517,0.028838,0.009109,0.009109,0.009109
11,0.03109,0.014156,0.039413,0.60476,0.66545,0.66376,0.55071,0.015941,0.0059694,0.028236,0.00901,0.00901,0.00901
12,0.030898,0.014104,0.038723,0.60926,0.67707,0.67153,0.55759,0.015837,0.0059363,0.0277,0.008911,0.008911,0.008911
13,0.030765,0.014017,0.03813,0.6179,0.68006,0.67879,0.56461,0.015744,0.0059053,0.027162,0.008812,0.008812,0.008812
14,0.030711,0.013997,0.037794,0.62217,0.68683,0.68477,0.57082,0.015659,0.0058853,0.026691,0.008713,0.008713,0.008713
15,0.03046,0.013906,0.036802,0.62701,0.69399,0.69137,0.57775,0.015578,0.0058637,0.026252,0.008614,0.008614,0.008614
16,0.030411,0.013909,0.036361,0.63202,0.69788,0.69642,0.58338,0.015481,0.0058416,0.025856,0.008515,0.008515,0.008515
17,0.030321,0.01394,0.036324,0.64054,0.69977,0.70147,0.58833,0.015398,0.0058184,0.025505,0.008416,0.008416,0.008416
18,0.030253,0.013848,0.035733,0.6441,0.70238,0.70545,0.59256,0.015324,0.0058039,0.025201,0.008317,0.008317,0.008317
19,0.030093,0.01381,0.035642,0.64727,0.70596,0.70899,0.59612,0.015256,0.0057825,0.024942,0.008218,0.008218,0.008218
20,0.03006,0.013811,0.035168,0.64936,0.70984,0.71247,0.60038,0.015179,0.0057564,0.024701,0.008119,0.008119,0.008119
21,0.030063,0.013844,0.035088,0.65019,0.71323,0.71484,0.60311,0.015113,0.0057415,0.024487,0.00802,0.00802,0.00802
22,0.029976,0.01375,0.034386,0.65705,0.71124,0.71762,0.60589,0.015055,0.0057271,0.024282,0.007921,0.007921,0.007921
23,0.029684,0.013735,0.034124,0.65484,0.71753,0.72022,0.60888,0.014992,0.0057159,0.024061,0.007822,0.007822,0.007822
24,0.029586,0.013742,0.03388,0.65845,0.71961,0.72293,0.61193,0.014934,0.0057013,0.023874,0.007723,0.007723,0.007723
25,0.029515,0.01367,0.033762,0.66177,0.71907,0.72486,0.61357,0.014896,0.0057016,0.023721,0.007624,0.007624,0.007624
26,0.029425,0.013627,0.033208,0.66114,0.72486,0.72695,0.61547,0.014855,0.0056963,0.023595,0.007525,0.007525,0.007525
27,0.029413,0.013614,0.033121,0.66296,0.72461,0.72862,0.61726,0.014804,0.0056872,0.023459,0.007426,0.007426,0.007426
28,0.029352,0.013635,0.032809,0.66282,0.72929,0.73031,0.61921,0.014776,0.00567,0.023334,0.007327,0.007327,0.007327
29,0.029328,0.013626,0.032849,0.66222,0.7307,0.7319,0.62074,0.014755,0.0056636,0.023221,0.007228,0.007228,0.007228
30,0.029067,0.01353,0.03229,0.66352,0.73284,0.73385,0.62253,0.014733,0.005663,0.0231,0.007129,0.007129,0.007129
31,0.028958,0.01355,0.032033,0.6665,0.73354,0.73552,0.62455,0.014704,0.0056608,0.022981,0.00703,0.00703,0.00703
32,0.029003,0.013542,0.032323,0.66925,0.73498,0.73681,0.62588,0.014682,0.005658,0.02289,0.006931,0.006931,0.006931
33,0.028908,0.013511,0.031769,0.67089,0.73581,0.73875,0.6278,0.014661,0.0056479,0.022799,0.006832,0.006832,0.006832
34,0.028739,0.013459,0.031359,0.6746,0.73567,0.74037,0.62936,0.01462,0.00564,0.022715,0.006733,0.006733,0.006733
35,0.028745,0.013495,0.03147,0.67448,0.73701,0.74162,0.6305,0.014607,0.0056321,0.022634,0.006634,0.006634,0.006634
36,0.028601,0.013434,0.030963,0.67252,0.7405,0.7418,0.63109,0.01457,0.0056283,0.022564,0.006535,0.006535,0.006535
37,0.028486,0.013434,0.031037,0.67258,0.74199,0.74287,0.63224,0.014523,0.0056204,0.022483,0.006436,0.006436,0.006436
38,0.028305,0.013378,0.030451,0.67307,0.74322,0.74378,0.6333,0.0145,0.0056045,0.022461,0.006337,0.006337,0.006337
39,0.02832,0.013328,0.030267,0.67403,0.74477,0.74481,0.63475,0.014462,0.0055979,0.022426,0.006238,0.006238,0.006238
40,0.028213,0.013346,0.030225,0.67521,0.74624,0.74581,0.63601,0.014426,0.0055913,0.022354,0.006139,0.006139,0.006139
41,0.028159,0.013305,0.030046,0.68041,0.74382,0.74672,0.63756,0.014394,0.0055884,0.022296,0.00604,0.00604,0.00604
42,0.028007,0.013296,0.029777,0.6815,0.74421,0.74754,0.63823,0.014351,0.0055824,0.022245,0.005941,0.005941,0.005941
43,0.027853,0.013283,0.029284,0.68067,0.74799,0.74897,0.6398,0.014297,0.0055727,0.022151,0.005842,0.005842,0.005842
44,0.02774,0.013222,0.029281,0.68417,0.74614,0.74988,0.64108,0.014257,0.0055628,0.022084,0.005743,0.005743,0.005743
45,0.027681,0.013263,0.028898,0.68626,0.74519,0.7507,0.64176,0.014222,0.0055573,0.022002,0.005644,0.005644,0.005644
46,0.027527,0.013208,0.028728,0.68899,0.74576,0.75195,0.64309,0.014184,0.0055496,0.021936,0.005545,0.005545,0.005545
47,0.027535,0.013198,0.028595,0.68944,0.7476,0.75318,0.64466,0.014153,0.0055307,0.021893,0.005446,0.005446,0.005446
48,0.027268,0.013178,0.028168,0.69091,0.74937,0.75437,0.6459,0.014118,0.0055186,0.021891,0.005347,0.005347,0.005347
49,0.02724,0.013084,0.028174,0.69156,0.74934,0.75509,0.64694,0.014101,0.0055123,0.021864,0.005248,0.005248,0.005248
50,0.027198,0.013077,0.027718,0.69231,0.74935,0.75597,0.64781,0.014089,0.0055142,0.021807,0.005149,0.005149,0.005149
51,0.026899,0.013051,0.027399,0.69501,0.74787,0.75713,0.64914,0.014081,0.0055114,0.021722,0.00505,0.00505,0.00505
52,0.026927,0.013038,0.027221,0.69529,0.74942,0.75828,0.65039,0.014052,0.0054939,0.021629,0.004951,0.004951,0.004951
53,0.026783,0.013027,0.027455,0.69697,0.74994,0.75943,0.65197,0.014003,0.0054832,0.021573,0.004852,0.004852,0.004852
54,0.026652,0.012969,0.026575,0.69916,0.74891,0.76028,0.65301,0.01397,0.0054729,0.021503,0.004753,0.004753,0.004753
55,0.026572,0.012927,0.026509,0.69955,0.74977,0.76137,0.65431,0.01394,0.0054624,0.02145,0.004654,0.004654,0.004654
56,0.026606,0.012901,0.026333,0.69716,0.75399,0.76225,0.65545,0.013905,0.0054532,0.02138,0.004555,0.004555,0.004555
57,0.026537,0.012919,0.026548,0.69872,0.75288,0.76253,0.65621,0.013867,0.0054422,0.021373,0.004456,0.004456,0.004456
58,0.026251,0.01288,0.026107,0.70139,0.75152,0.76315,0.65715,0.013818,0.0054353,0.02135,0.004357,0.004357,0.004357
59,0.026114,0.012825,0.025895,0.70157,0.75241,0.76413,0.65802,0.013774,0.0054311,0.021331,0.004258,0.004258,0.004258
60,0.025986,0.01282,0.025698,0.7008,0.75552,0.76486,0.65891,0.013727,0.005417,0.021287,0.004159,0.004159,0.004159
61,0.025868,0.012791,0.025233,0.70417,0.75504,0.76495,0.6593,0.013699,0.005411,0.021236,0.00406,0.00406,0.00406
62,0.025692,0.012728,0.024347,0.70376,0.75713,0.76565,0.66038,0.013661,0.0054037,0.021209,0.003961,0.003961,0.003961
63,0.025579,0.012701,0.02428,0.70418,0.75653,0.76636,0.66099,0.01362,0.0053942,0.02116,0.003862,0.003862,0.003862
64,0.025397,0.012661,0.024378,0.70703,0.75498,0.76716,0.66198,0.013585,0.0053836,0.021098,0.003763,0.003763,0.003763
65,0.025385,0.01263,0.024078,0.71062,0.75383,0.76794,0.66292,0.013535,0.0053757,0.021055,0.003664,0.003664,0.003664
66,0.025197,0.0126,0.023929,0.70788,0.75866,0.76886,0.66395,0.013503,0.0053662,0.021014,0.003565,0.003565,0.003565
67,0.024995,0.012562,0.023311,0.70577,0.7621,0.77003,0.66538,0.013465,0.00536,0.020959,0.003466,0.003466,0.003466
68,0.024815,0.01252,0.02285,0.70673,0.7622,0.77137,0.66699,0.013424,0.0053485,0.020904,0.003367,0.003367,0.003367
69,0.024767,0.012507,0.022927,0.70739,0.76502,0.77261,0.66877,0.013379,0.0053286,0.020891,0.003268,0.003268,0.003268
70,0.024524,0.01243,0.022273,0.70902,0.76692,0.77373,0.67015,0.013328,0.0053138,0.020847,0.003169,0.003169,0.003169
71,0.024371,0.012422,0.022296,0.71092,0.76915,0.77532,0.67232,0.013277,0.0052984,0.020827,0.00307,0.00307,0.00307
72,0.024316,0.012375,0.022125,0.71087,0.77054,0.7763,0.67345,0.01324,0.0052865,0.020799,0.002971,0.002971,0.002971
73,0.023993,0.012322,0.021689,0.71261,0.76916,0.77722,0.67479,0.013196,0.005279,0.020772,0.002872,0.002872,0.002872
74,0.023951,0.01232,0.021954,0.71655,0.76706,0.77805,0.67586,0.013162,0.0052707,0.020727,0.002773,0.002773,0.002773
75,0.023863,0.012205,0.02094,0.71812,0.76665,0.7787,0.67658,0.013137,0.005266,0.020701,0.002674,0.002674,0.002674
76,0.023551,0.012182,0.020541,0.72101,0.76528,0.77938,0.67771,0.013112,0.0052568,0.020674,0.002575,0.002575,0.002575
77,0.023423,0.012161,0.020319,0.72227,0.76604,0.78018,0.67878,0.013087,0.0052428,0.020662,0.002476,0.002476,0.002476
78,0.023304,0.012087,0.020209,0.72287,0.76667,0.78124,0.67996,0.013045,0.0052289,0.02062,0.002377,0.002377,0.002377
79,0.022995,0.012054,0.01974,0.72413,0.76788,0.78208,0.68155,0.013007,0.0052166,0.02059,0.002278,0.002278,0.002278
80,0.022749,0.011975,0.019374,0.72284,0.77115,0.78274,0.68271,0.012972,0.0052037,0.020567,0.002179,0.002179,0.002179
81,0.022505,0.011939,0.019248,0.7227,0.77314,0.78376,0.68393,0.012944,0.0051914,0.020575,0.00208,0.00208,0.00208
82,0.02244,0.011848,0.018395,0.72366,0.77459,0.78493,0.68537,0.012914,0.0051695,0.020572,0.001981,0.001981,0.001981
83,0.022186,0.011812,0.018417,0.72319,0.7763,0.78604,0.68698,0.012866,0.0051504,0.020547,0.001882,0.001882,0.001882
84,0.021904,0.011731,0.017759,0.71978,0.78172,0.78734,0.68863,0.012823,0.0051346,0.02052,0.001783,0.001783,0.001783
85,0.021678,0.011665,0.017639,0.72278,0.78093,0.78829,0.68997,0.012782,0.0051219,0.020496,0.001684,0.001684,0.001684
86,0.021355,0.011597,0.016967,0.72396,0.78137,0.78906,0.69177,0.012734,0.0051043,0.020486,0.001585,0.001585,0.001585
87,0.0211,0.011508,0.016459,0.72548,0.78312,0.79002,0.69331,0.012691,0.0050872,0.020484,0.001486,0.001486,0.001486
88,0.020819,0.011476,0.016336,0.72549,0.78509,0.79083,0.69443,0.012656,0.0050696,0.020482,0.001387,0.001387,0.001387
89,0.020493,0.011348,0.015784,0.72602,0.78642,0.79186,0.69615,0.012619,0.0050469,0.020485,0.001288,0.001288,0.001288
90,0.020244,0.011309,0.015177,0.73052,0.78396,0.7929,0.69757,0.012572,0.0050248,0.020486,0.001189,0.001189,0.001189
91,0.019858,0.011167,0.014849,0.73274,0.7847,0.79368,0.69903,0.012533,0.005008,0.020497,0.00109,0.00109,0.00109
92,0.019624,0.011097,0.01419,0.7343,0.78523,0.7945,0.7005,0.012487,0.0049903,0.020509,0.000991,0.000991,0.000991
93,0.01923,0.011026,0.013663,0.7351,0.78548,0.79539,0.70189,0.012448,0.0049778,0.020563,0.000892,0.000892,0.000892
94,0.018876,0.010914,0.013313,0.73399,0.78821,0.79616,0.70321,0.012412,0.0049652,0.020609,0.000793,0.000793,0.000793
95,0.018392,0.010811,0.012678,0.73521,0.78969,0.79732,0.70451,0.012381,0.0049525,0.020651,0.000694,0.000694,0.000694
96,0.018126,0.010687,0.012272,0.73483,0.79176,0.79826,0.70613,0.012347,0.0049384,0.020707,0.000595,0.000595,0.000595
97,0.017559,0.010601,0.011779,0.73542,0.79393,0.79913,0.70777,0.012318,0.0049254,0.020794,0.000496,0.000496,0.000496
98,0.017058,0.010461,0.011207,0.73899,0.79217,0.79981,0.70905,0.012288,0.0049149,0.020927,0.000397,0.000397,0.000397
99,0.016543,0.010344,0.010692,0.73909,0.79323,0.80052,0.71047,0.012265,0.0049037,0.021085,0.000298,0.000298,0.000298
